ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
0 (0.2),0 (0.36),0 (0.16),0 (0.2),0 (0.28),0 (0.12),0 (0.08),0 (0.12),0 (0.28),0 (0.0),0 (0.08),0 (0.24),0 (0.36),0 (0.2),0 (0.16),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.44),1 (0.04),1 (0.24),1 (0.44),0 (0.16),0 (0.12),0 (0.24),1 (0.48),0 (0.12),0 (0.12),0 (0.24),0 (0.4),0 (0.04),0 (0.12),0 (0.08),0,"BART,XLNET","(1, 0)",XLNET,TRUE,TRUE
0 (0.36),0 (0.36),0 (0.12),0 (0.52),0 (0.4),0 (0.12),0 (0.16),0 (0.08),0 (0.28),0 (0.04),0 (0.04),0 (0.16),0 (0.32),0 (0.04),0 (0.04),0,"LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",LLAMA,TRUE,TRUE
1 (0.16),1 (0.28),0 (0.32),0 (0.24),0 (0.24),0 (0.4),1 (0.16),1 (0.08),1 (0.04),1 (0.16),0 (0.16),1 (0.12),1 (0.16),1 (0.08),1 (0.28),1,Glove,"(1,)",Glove,TRUE,TRUE
0 (0.08),0 (0.12),0 (0.08),0 (0.04),0 (0.48),0 (0.0),0 (0.0),0 (0.24),0 (0.16),0 (0.0),0 (0.12),0 (0.12),0 (0.2),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
0 (0.08),0 (0.04),0 (0.04),0 (0.08),0 (0.16),0 (0.04),0 (0.04),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.08),0 (0.0),0 (0.0),0,"Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Glove,TRUE,TRUE
0 (0.08),0 (0.28),0 (0.12),0 (0.4),0 (0.48),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0,"ELMO,Falcon,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.28),1 (0.32),1 (0.2),1 (0.24),1 (0.32),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.32),1 (0.12),1 (0.12),1 (0.44),1 (0.04),1 (0.0),1,"ELMO,Falcon,Glove,MISTRAL","(1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.08),1 (0.04),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.2),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.56),1 (0.32),1 (0.28),1 (0.08),1 (0.32),0 (0.2),0 (0.24),0 (0.4),0 (0.28),0 (0.36),0 (0.2),0 (0.12),0 (0.2),0 (0.36),0 (0.36),1,DistilBERT,"(1,)",DistilBERT,TRUE,TRUE
0 (0.32),0 (0.4),0 (0.08),0 (0.16),0 (0.16),0 (0.12),0 (0.0),0 (0.28),0 (0.24),0 (0.08),0 (0.0),0 (0.32),0 (0.16),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.24),0 (0.32),1 (0.12),1 (0.44),1 (0.28),1 (0.2),1 (0.0),1 (0.2),1 (0.08),1 (0.12),1 (0.08),1 (0.28),1 (0.48),1 (0.2),1 (0.16),1,Falcon,"(1,)",Falcon,TRUE,TRUE
0 (0.2),0 (0.24),0 (0.24),0 (0.0),0 (0.2),0 (0.04),0 (0.04),0 (0.32),0 (0.24),0 (0.04),0 (0.4),0 (0.24),0 (0.36),0 (0.08),0 (0.0),0,"DistilBERT,MISTRAL","(0, 0)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.48),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.4),1 (0.6),1 (0.44),1 (0.16),0 (0.2),1 (0.4),1 (0.32),1 (0.28),1 (0.24),1 (0.04),1 (0.16),1 (0.4),1 (0.28),1 (0.32),1 (0.0),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
1 (0.12),1 (0.44),1 (0.04),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.2),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"DistilBERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.0),0 (0.24),0 (0.08),0 (0.08),0 (0.28),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.28),0 (0.0),0 (0.0),0,"ALBERT,ELMO,Falcon,Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.0),0 (0.16),0 (0.28),0 (0.0),0 (0.0),0 (0.16),0 (0.08),0 (0.0),0 (0.0),0 (0.04),0 (0.12),0 (0.0),0 (0.0),0,"ALBERT,BERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.24),0 (0.08),0 (0.08),1 (0.2),0 (0.32),0 (0.08),0 (0.44),0 (0.12),0 (0.16),0 (0.48),0 (0.4),0 (0.4),0 (0.28),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
1 (0.04),1 (0.12),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.52),1 (0.04),1 (0.08),1 (0.36),1 (0.04),1 (0.04),1 (0.0),1,"BERT,ELECTRA,ELMO,Falcon,MISTRAL","(1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.28),0 (0.4),0 (0.28),0 (0.52),0 (0.24),0 (0.08),0 (0.12),0 (0.08),0 (0.24),0 (0.28),0 (0.04),0 (0.4),0 (0.36),0 (0.12),0 (0.16),0,RoBERTa,"(0,)",RoBERTa,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.4),1 (0.0),1 (0.04),1 (0.28),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.08),1 (0.12),1 (0.04),1 (0.64),1 (0.04),1 (0.0),1,"ALBERT,BERT,Falcon,Fasttext,MISTRAL","(1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.48),1 (0.28),0 (0.44),0 (0.44),1 (0.24),0 (0.32),0 (0.28),0 (0.52),0 (0.4),0 (0.28),0 (0.24),0 (0.24),0 (0.28),0 (0.08),0 (0.08),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
0 (0.4),0 (0.04),0 (0.36),0 (0.08),0 (0.32),0 (0.2),0 (0.44),0 (0.44),0 (0.48),0 (0.16),0 (0.08),0 (0.28),0 (0.2),0 (0.0),0 (0.04),0,LLAMA3,"(0,)",LLAMA3,TRUE,TRUE
1 (0.24),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.12),1 (0.0),1 (0.04),1 (0.0),1 (0.12),1 (0.12),1 (0.16),1 (0.04),1 (0.12),1,"BERT,DistilBERT,ELECTRA,Fasttext,LLAMA","(1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.24),1 (0.6),1 (0.2),1 (0.0),1 (0.24),1 (0.32),1 (0.0),1 (0.0),1 (0.28),1 (0.04),1 (0.16),1 (0.08),1 (0.64),1 (0.08),1 (0.0),1,"DistilBERT,Falcon,Fasttext,MISTRAL","(1, 1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.08),1 (0.4),1 (0.12),1 (0.0),1 (0.04),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.48),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.56),0 (0.48),0 (0.44),0 (0.08),1 (0.64),0 (0.24),0 (0.16),0 (0.24),0 (0.36),0 (0.2),1 (0.08),0 (0.32),1 (0.52),1 (0.32),1 (0.24),1,"DistilBERT,RoBERTa","(0, 1)",RoBERTa,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.36),0 (0.04),0 (0.16),0 (0.36),0 (0.12),0 (0.04),0 (0.04),0 (0.08),0 (0.28),0 (0.16),0 (0.0),0 (0.36),0 (0.08),0 (0.12),0,W2V,"(0,)",W2V,TRUE,TRUE
0 (0.24),0 (0.56),0 (0.16),0 (0.04),0 (0.28),0 (0.04),0 (0.0),0 (0.12),0 (0.32),0 (0.0),0 (0.16),0 (0.2),0 (0.32),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.2),1 (0.32),1 (0.2),1 (0.16),1 (0.36),1 (0.36),1 (0.04),1 (0.32),1 (0.0),1 (0.16),0 (0.6),1 (0.28),1 (0.52),1 (0.0),1 (0.2),1,"Glove,LLAMA3","(1, 1)",Glove,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.08),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.32),0 (0.08),0 (0.28),0 (0.44),0 (0.2),0 (0.04),0 (0.44),0 (0.32),0 (0.16),0 (0.12),0 (0.08),0 (0.2),0 (0.2),0 (0.16),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.16),0 (0.36),0 (0.2),0 (0.6),0 (0.4),0 (0.04),0 (0.08),0 (0.44),0 (0.36),0 (0.48),0 (0.2),0 (0.12),0 (0.28),0 (0.2),0 (0.16),0,ELMO,"(0,)",ELMO,TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.12),0 (0.16),0 (0.32),0 (0.36),0 (0.2),0 (0.32),0 (0.12),0 (0.48),0 (0.4),0 (0.24),0 (0.32),0 (0.44),0 (0.2),0 (0.08),0 (0.12),0,LLAMA3,"(0,)",LLAMA3,TRUE,TRUE
0 (0.28),0 (0.2),0 (0.0),0 (0.0),0 (0.08),0 (0.04),0 (0.08),0 (0.2),1 (0.32),0 (0.04),0 (0.04),0 (0.16),0 (0.2),0 (0.2),0 (0.04),0,"BERT,DistilBERT","(0, 0)",BERT,TRUE,TRUE
1 (0.04),1 (0.2),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.4),1 (0.24),1 (0.04),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"BERT,ELECTRA,ELMO,Falcon,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.16),1 (0.32),0 (0.08),0 (0.0),0 (0.44),0 (0.28),0 (0.32),0 (0.36),1 (0.56),1 (0.08),0 (0.12),0 (0.12),1 (0.36),1 (0.08),0 (0.04),0,DistilBERT,"(0,)",DistilBERT,TRUE,TRUE
0 (0.12),0 (0.36),1 (0.24),0 (0.24),0 (0.24),0 (0.16),0 (0.04),0 (0.4),1 (0.48),0 (0.0),0 (0.4),0 (0.72),0 (0.44),0 (0.12),0 (0.16),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
0 (0.24),0 (0.32),0 (0.0),0 (0.2),0 (0.16),0 (0.2),0 (0.08),0 (0.0),0 (0.12),0 (0.24),0 (0.28),0 (0.0),0 (0.4),0 (0.24),0 (0.0),0,"BERT,Fasttext,W2V,MISTRAL","(0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.16),0 (0.08),0 (0.08),0 (0.12),0 (0.0),0 (0.2),0 (0.28),0 (0.08),0 (0.32),0 (0.04),0 (0.0),0 (0.04),0 (0.6),0 (0.0),0 (0.0),0,"ELECTRA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",ELECTRA,TRUE,TRUE
1 (0.08),1 (0.12),1 (0.28),1 (0.0),1 (0.08),1 (0.08),1 (0.0),1 (0.12),1 (0.4),1 (0.0),1 (0.24),1 (0.32),1 (0.6),1 (0.04),1 (0.0),1,"DistilBERT,Falcon,LLAMA,MISTRAL","(1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.2),0 (0.36),0 (0.24),0 (0.36),0 (0.2),0 (0.32),0 (0.0),0 (0.28),1 (0.16),0 (0.04),0 (0.24),0 (0.32),0 (0.32),0 (0.12),0 (0.36),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.16),0 (0.4),0 (0.0),0 (0.08),0 (0.12),0 (0.2),0 (0.12),0 (0.0),0 (0.16),0 (0.04),0 (0.04),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0,"BERT,Fasttext,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.2),0 (0.4),0 (0.0),0 (0.08),0 (0.2),0 (0.08),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.12),0 (0.08),0 (0.4),0 (0.0),0 (0.0),0,"BERT,Falcon,Glove,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.04),1 (0.24),1 (0.2),1 (0.04),1 (0.04),1 (0.2),1 (0.0),1 (0.16),1 (0.08),1 (0.12),1 (0.4),1 (0.12),1 (0.2),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.04),0 (0.2),0 (0.32),0 (0.32),0 (0.28),0 (0.0),0 (0.04),0 (0.12),0 (0.16),0 (0.0),0 (0.28),0 (0.08),0 (0.44),0 (0.08),0 (0.0),0,"ELMO,LLAMA,MISTRAL","(0, 0, 0)",ELMO,TRUE,TRUE
0 (0.28),0 (0.4),0 (0.08),0 (0.0),0 (0.08),0 (0.0),0 (0.0),0 (0.08),0 (0.12),0 (0.04),0 (0.0),0 (0.24),0 (0.24),0 (0.04),0 (0.04),0,"DistilBERT,ELMO,Falcon,RoBERTa","(0, 0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.52),0 (0.48),1 (0.4),0 (0.48),0 (0.0),0 (0.24),0 (0.32),0 (0.2),1 (0.0),0 (0.4),1 (0.32),0 (0.4),0 (0.0),0 (0.24),1 (0.12),1,"ELECTRA,Glove,XLNET","(0, 1, 0)",Glove,TRUE,TRUE
0 (0.08),0 (0.24),0 (0.0),0 (0.08),0 (0.08),0 (0.04),0 (0.16),0 (0.24),0 (0.48),0 (0.12),0 (0.0),0 (0.2),0 (0.32),0 (0.0),0 (0.0),0,"BERT,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.16),0 (0.48),0 (0.32),0 (0.2),1 (0.24),0 (0.36),1 (0.08),1 (0.36),0 (0.44),1 (0.04),1 (0.12),1 (0.12),1 (0.24),1 (0.0),1 (0.12),1,LLAMA3,"(1,)",LLAMA3,TRUE,TRUE
0 (0.2),0 (0.4),0 (0.44),0 (0.32),0 (0.36),0 (0.12),0 (0.36),0 (0.24),0 (0.72),0 (0.52),0 (0.48),0 (0.24),0 (0.4),0 (0.24),0 (0.52),1,ELMO,"(0,)",ELMO,FALSE,FALSE
0 (0.16),0 (0.52),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.04),0 (0.36),0 (0.24),0 (0.0),0 (0.0),0 (0.16),0 (0.24),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.2),1 (0.2),1 (0.52),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.2),0 (0.36),0 (0.24),0 (0.24),0 (0.36),0 (0.08),0 (0.16),1 (0.4),1 (0.56),0 (0.2),0 (0.08),0 (0.68),0 (0.28),0 (0.0),0 (0.12),0,LLAMA3,"(0,)",LLAMA3,TRUE,TRUE
1 (0.4),0 (0.16),0 (0.16),0 (0.32),0 (0.44),0 (0.32),1 (0.28),1 (0.04),1 (0.32),1 (0.16),0 (0.2),1 (0.04),1 (0.2),0 (0.04),0 (0.16),1,"Fasttext,W2V,LLAMA3","(1, 1, 0)",Fasttext,TRUE,TRUE
0 (0.36),0 (0.36),1 (0.28),1 (0.2),1 (0.24),0 (0.4),0 (0.2),1 (0.08),1 (0.12),0 (0.16),1 (0.36),1 (0.28),1 (0.48),1 (0.04),0 (0.2),1,LLAMA3,"(1,)",LLAMA3,TRUE,TRUE
0 (0.12),0 (0.2),0 (0.0),0 (0.0),0 (0.04),0 (0.28),0 (0.04),0 (0.32),0 (0.0),0 (0.0),0 (0.28),0 (0.12),0 (0.36),0 (0.0),0 (0.0),0,"BERT,DistilBERT,Glove,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.44),0 (0.08),1 (0.0),0 (0.28),1 (0.32),1 (0.2),1 (0.12),1 (0.16),0 (0.4),0 (0.24),1 (0.08),1 (0.0),1 (0.24),1 (0.0),1 (0.12),1,"BERT,W2V,LLAMA3","(1, 1, 1)",BERT,TRUE,TRUE
1 (0.32),1 (0.28),1 (0.28),1 (0.16),1 (0.36),1 (0.04),1 (0.2),1 (0.08),1 (0.08),1 (0.16),1 (0.24),1 (0.12),1 (0.16),1 (0.36),1 (0.4),1,ELMO,"(1,)",ELMO,TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.32),0 (0.04),0 (0.0),0 (0.2),0 (0.08),0 (0.04),0 (0.0),0 (0.0),0 (0.08),0 (0.08),0 (0.08),0 (0.24),0 (0.0),0 (0.04),0,"DistilBERT,Fasttext,Glove,LLAMA3","(0, 0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.2),1 (0.44),1 (0.16),1 (0.0),1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.08),1 (0.0),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.6),1 (0.48),1 (0.2),1 (0.2),0 (0.36),1 (0.36),1 (0.0),1 (0.04),1 (0.0),1 (0.24),1 (0.36),1 (0.08),0 (0.24),1 (0.08),1 (0.2),1,"Falcon,Glove","(1, 1)",Falcon,TRUE,TRUE
1 (0.0),1 (0.36),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.24),0 (0.04),0 (0.08),0 (0.6),0 (0.08),0 (0.0),0 (0.24),0 (0.24),0 (0.0),0 (0.04),0 (0.04),0 (0.24),0 (0.28),0 (0.04),0,"Falcon,LLAMA","(0, 0)",Falcon,TRUE,TRUE
0 (0.24),0 (0.16),0 (0.16),0 (0.08),0 (0.2),0 (0.24),0 (0.36),0 (0.32),0 (0.44),0 (0.24),0 (0.24),0 (0.0),0 (0.16),0 (0.24),0 (0.04),0,W2V,"(0,)",W2V,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.08),0 (0.32),0 (0.0),0 (0.0),0 (0.0),0 (0.24),0 (0.0),0 (0.2),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0 (0.44),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELECTRA,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.16),0 (0.04),0 (0.24),0 (0.28),0 (0.32),0 (0.2),0 (0.08),0 (0.28),0 (0.4),0 (0.24),0 (0.2),0 (0.24),0 (0.2),0 (0.12),0 (0.2),1,BART,"(0,)",BART,FALSE,FALSE
