ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
4 (0.68),4 (0.72),3 (0.6),4 (0.8),3 (0.88),4 (0.8),4 (0.76),3 (0.8),4 (0.8),4 (0.84),4 (0.68),4 (0.64),5 (0.68),4 (0.6),4 (0.8),4,"BERT,LLAMA3","(3, 4)",LLAMA3,TRUE,TRUE
3 (0.84),3 (0.76),3 (0.8),3 (0.84),3 (0.64),2 (0.84),3 (0.72),3 (0.6),3 (0.88),3 (0.72),3 (0.68),1 (0.8),1 (0.76),2 (0.84),5 (0.8),5,Fasttext,"(3,)",Fasttext,FALSE,TRUE
3 (0.64),4 (0.76),3 (0.84),3 (0.8),3 (0.84),3 (0.64),3 (0.48),4 (0.88),4 (0.8),3 (0.76),3 (0.64),4 (0.68),2 (0.8),4 (0.84),3 (0.6),5,Falcon,"(3,)",Falcon,FALSE,FALSE
1 (0.84),3 (0.84),1 (0.76),1 (0.76),1 (0.68),1 (0.68),1 (0.84),1 (0.64),1 (0.84),1 (0.72),1 (0.68),3 (0.72),1 (0.88),1 (0.76),1 (0.68),1,Fasttext,"(1,)",Fasttext,TRUE,TRUE
0 (0.76),3 (0.96),1 (0.92),1 (1.0),3 (0.72),1 (0.76),1 (0.72),1 (0.68),1 (0.88),1 (0.8),3 (0.92),2 (0.84),3 (0.92),4 (0.88),4 (0.76),4,Fasttext,"(1,)",Fasttext,FALSE,TRUE
3 (0.8),0 (0.96),3 (0.8),1 (0.76),3 (0.88),2 (0.84),3 (0.64),1 (0.92),1 (0.88),2 (0.6),3 (0.84),1 (0.72),4 (0.92),3 (0.56),2 (0.56),2,"LLAMA3,MISTRAL","(3, 2)",MISTRAL,TRUE,TRUE
1 (0.76),1 (0.84),1 (0.88),0 (0.84),1 (0.84),2 (0.8),1 (0.8),4 (0.76),1 (0.88),1 (0.88),3 (0.8),3 (0.92),3 (0.84),3 (0.84),1 (0.8),4,"ALBERT,Fasttext","(1, 4)",Fasttext,TRUE,TRUE
2 (0.84),4 (0.88),1 (0.72),5 (0.84),2 (0.84),1 (0.96),1 (0.72),1 (0.64),1 (0.84),5 (0.76),1 (0.92),1 (0.8),3 (0.88),4 (0.68),1 (0.84),1,Fasttext,"(1,)",Fasttext,TRUE,TRUE
2 (0.72),3 (0.84),0 (0.88),0 (0.88),2 (0.68),1 (0.68),1 (0.72),3 (0.8),1 (0.84),3 (0.76),0 (0.68),3 (0.8),1 (0.8),1 (0.72),0 (0.68),3,"ELECTRA,ELMO,RoBERTa,MISTRAL","(2, 1, 0, 0)",MISTRAL,FALSE,TRUE
3 (0.8),1 (0.8),4 (0.76),4 (0.6),3 (0.84),3 (0.72),0 (0.84),4 (0.68),4 (0.76),4 (0.92),4 (0.72),1 (0.8),3 (0.92),1 (0.84),1 (0.72),3,DistilBERT,"(4,)",DistilBERT,FALSE,TRUE
1 (0.76),1 (0.8),2 (0.88),1 (0.88),1 (0.52),1 (0.8),1 (0.84),1 (0.68),1 (0.88),1 (0.76),1 (0.84),1 (0.88),1 (0.68),1 (0.76),0 (0.8),5,ELECTRA,"(1,)",ELECTRA,FALSE,FALSE
3 (0.8),3 (0.8),1 (1.0),3 (0.84),1 (0.88),2 (0.84),3 (0.68),3 (0.88),3 (0.8),3 (0.76),1 (0.8),1 (0.92),3 (0.84),3 (0.72),3 (0.8),3,Falcon,"(3,)",Falcon,TRUE,TRUE
3 (0.84),3 (0.96),1 (0.84),1 (0.8),0 (0.76),0 (0.72),1 (0.72),1 (0.72),1 (0.88),2 (0.96),3 (0.88),1 (0.8),1 (0.92),2 (0.8),2 (0.72),3,"ELMO,Falcon,Fasttext,MISTRAL","(0, 1, 1, 2)",Fasttext,FALSE,TRUE
1 (0.8),1 (0.68),1 (0.8),1 (0.8),1 (0.72),1 (0.96),1 (0.72),1 (0.72),1 (0.88),1 (0.92),1 (0.72),1 (0.6),1 (0.8),1 (0.88),1 (0.88),3,W2V,"(1,)",W2V,FALSE,FALSE
5 (0.88),4 (0.8),5 (0.88),4 (0.84),4 (0.84),4 (0.84),5 (0.84),5 (0.88),4 (0.88),4 (0.8),4 (0.72),5 (0.76),5 (0.8),4 (0.92),4 (0.6),4,MISTRAL,"(4,)",MISTRAL,TRUE,TRUE
2 (0.84),1 (0.84),2 (0.84),0 (0.88),3 (0.6),1 (0.88),1 (0.88),1 (0.88),1 (0.92),5 (0.92),1 (0.76),1 (0.84),3 (0.88),5 (0.8),3 (0.64),3,ELECTRA,"(3,)",ELECTRA,TRUE,TRUE
4 (0.88),5 (0.72),3 (0.8),1 (0.84),1 (0.8),3 (0.96),1 (0.8),4 (0.8),4 (0.8),5 (0.68),3 (0.84),2 (0.92),1 (0.72),3 (0.64),3 (0.76),2,LLAMA3,"(3,)",LLAMA3,FALSE,TRUE
3 (0.8),1 (0.84),0 (0.92),2 (0.8),1 (0.72),3 (0.68),2 (0.88),3 (0.84),3 (0.8),3 (0.76),3 (0.72),3 (0.84),1 (0.76),3 (0.72),3 (0.76),4,ELMO,"(3,)",ELMO,FALSE,FALSE
2 (0.84),4 (0.72),3 (0.8),2 (0.92),3 (0.88),2 (0.8),3 (0.72),1 (0.68),1 (0.88),2 (0.76),3 (0.92),3 (0.76),1 (0.84),0 (0.84),3 (0.8),3,Fasttext,"(1,)",Fasttext,FALSE,TRUE
4 (0.76),3 (0.84),4 (0.96),4 (0.68),4 (0.84),4 (0.72),4 (0.64),4 (0.76),3 (0.68),4 (0.8),4 (0.84),4 (0.88),2 (0.8),4 (0.76),5 (0.68),4,Falcon,"(4,)",Falcon,TRUE,TRUE
3 (0.8),1 (0.88),5 (0.88),1 (0.84),3 (0.76),4 (0.76),1 (0.88),4 (0.76),1 (0.84),4 (0.84),3 (0.76),1 (0.88),1 (0.72),1 (0.88),3 (0.76),5,XLNET,"(1,)",XLNET,FALSE,TRUE
5 (0.92),1 (0.72),5 (0.92),1 (0.88),1 (0.8),1 (0.84),2 (0.64),4 (0.84),4 (0.84),1 (0.68),1 (0.76),0 (0.88),5 (0.64),1 (0.64),1 (0.92),4,"Falcon,XLNET,LLAMA3","(2, 5, 1)",LLAMA3,FALSE,TRUE
4 (0.88),3 (0.96),1 (0.8),1 (0.84),2 (0.96),2 (0.84),3 (0.8),1 (0.56),1 (0.72),0 (0.8),1 (0.84),1 (0.84),3 (0.76),2 (0.84),2 (0.72),1,Fasttext,"(1,)",Fasttext,TRUE,TRUE
1 (0.88),3 (0.8),3 (0.72),3 (0.84),3 (0.8),4 (0.76),1 (0.8),3 (0.84),5 (0.88),4 (0.6),4 (0.68),1 (0.88),4 (0.88),4 (0.8),4 (0.88),5,LLAMA,"(4,)",LLAMA,FALSE,TRUE
2 (0.68),3 (0.4),4 (0.88),1 (0.84),2 (0.92),1 (0.64),4 (0.8),3 (0.76),1 (0.8),4 (0.84),4 (0.76),3 (0.76),2 (0.64),4 (0.64),3 (0.72),1,BART,"(3,)",BART,FALSE,TRUE
2 (0.8),3 (0.76),1 (0.72),2 (0.84),1 (0.84),1 (0.72),3 (0.76),4 (0.84),1 (0.8),3 (0.64),4 (0.68),3 (0.76),3 (0.72),3 (0.88),3 (0.88),3,LLAMA,"(3,)",LLAMA,TRUE,TRUE
2 (0.92),1 (0.88),1 (0.76),1 (0.76),1 (0.92),1 (0.64),1 (0.72),1 (0.92),1 (0.76),2 (0.88),1 (0.88),1 (0.84),2 (0.72),1 (0.72),2 (0.8),3,ELMO,"(1,)",ELMO,FALSE,FALSE
1 (0.64),3 (0.88),5 (0.68),3 (0.84),3 (0.84),3 (0.92),2 (0.88),3 (0.72),1 (0.88),5 (0.8),2 (0.88),0 (0.88),5 (0.96),1 (0.92),1 (0.84),5,ALBERT,"(1,)",ALBERT,FALSE,TRUE
4 (0.76),4 (0.72),4 (0.8),5 (0.84),3 (0.8),5 (0.8),4 (0.8),4 (0.84),3 (0.88),4 (0.76),5 (0.84),5 (0.8),3 (0.72),5 (0.8),3 (0.8),5,"BART,XLNET","(4, 3)",BART,FALSE,TRUE
3 (0.72),3 (0.92),2 (0.8),3 (0.64),4 (0.88),3 (0.76),3 (0.56),3 (0.76),3 (0.8),3 (0.56),3 (0.64),2 (0.84),3 (0.84),3 (0.6),3 (0.8),3,"Falcon,LLAMA","(3, 3)",Falcon,TRUE,TRUE
4 (0.8),3 (0.76),4 (0.8),3 (0.84),3 (0.92),4 (0.84),4 (0.72),4 (0.84),4 (0.76),4 (0.76),0 (0.68),3 (0.8),4 (0.84),4 (0.76),4 (0.52),5,MISTRAL,"(4,)",MISTRAL,FALSE,FALSE
3 (0.72),3 (0.84),3 (0.8),3 (0.72),3 (0.72),3 (0.8),3 (0.68),3 (0.76),3 (0.8),3 (0.68),3 (0.84),3 (0.6),4 (0.84),1 (0.76),3 (0.72),3,W2V,"(3,)",W2V,TRUE,TRUE
0 (0.88),1 (0.84),5 (0.88),1 (0.8),1 (0.68),1 (0.92),0 (0.72),0 (0.84),2 (0.72),1 (0.72),1 (0.72),1 (0.96),1 (0.76),1 (0.8),1 (0.64),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
1 (0.8),0 (0.84),1 (0.84),1 (0.8),3 (0.88),3 (0.72),1 (0.76),2 (0.88),1 (0.84),1 (0.72),1 (0.84),1 (0.88),3 (0.88),2 (0.64),1 (0.76),1,LLAMA3,"(2,)",LLAMA3,FALSE,TRUE
5 (0.88),3 (0.8),1 (0.88),0 (0.84),1 (0.84),1 (0.76),2 (0.56),1 (0.68),1 (0.64),1 (0.68),3 (0.6),1 (0.76),1 (0.92),3 (0.8),0 (0.64),2,Falcon,"(2,)",Falcon,TRUE,TRUE
1 (0.8),1 (0.8),3 (0.84),2 (0.76),1 (0.76),4 (0.8),2 (0.8),2 (0.76),1 (0.64),4 (0.92),4 (0.8),4 (0.72),0 (0.88),4 (0.8),1 (0.8),4,Glove,"(1,)",Glove,FALSE,TRUE
2 (0.72),2 (0.8),4 (0.84),0 (0.8),1 (0.68),2 (0.84),1 (0.72),1 (0.8),1 (0.72),2 (0.84),2 (0.68),0 (0.76),1 (0.8),3 (0.84),2 (0.84),3,"ELECTRA,RoBERTa","(1, 2)",ELECTRA,FALSE,TRUE
3 (0.96),1 (0.88),1 (0.72),2 (0.88),0 (0.88),2 (0.84),2 (0.72),2 (0.88),1 (0.84),1 (0.72),1 (0.88),1 (0.72),1 (0.76),1 (0.72),2 (0.72),5,"BERT,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 2, 1, 1, 1, 2)",LLAMA3,FALSE,FALSE
2 (0.96),1 (0.76),2 (0.84),3 (0.8),4 (0.88),2 (0.92),2 (0.8),3 (0.8),3 (0.6),1 (0.84),2 (0.84),4 (0.8),0 (0.84),2 (0.76),2 (0.88),3,Glove,"(3,)",Glove,TRUE,TRUE
2 (0.88),1 (0.72),3 (0.88),1 (0.8),1 (0.72),1 (0.28),0 (0.84),1 (0.68),0 (0.96),1 (0.68),1 (0.76),2 (0.84),1 (0.88),3 (0.76),1 (0.76),1,ELMO,"(1,)",ELMO,TRUE,TRUE
2 (0.72),0 (0.84),3 (0.8),2 (0.72),3 (0.88),3 (0.84),2 (0.88),1 (0.68),0 (0.8),2 (0.8),3 (0.84),1 (0.88),1 (0.48),3 (0.88),2 (0.76),5,XLNET,"(1,)",XLNET,FALSE,FALSE
3 (0.76),4 (0.88),3 (0.52),4 (0.76),3 (0.76),5 (0.68),4 (0.8),1 (0.72),4 (0.8),4 (0.84),5 (0.84),4 (0.88),4 (0.84),1 (0.88),4 (0.84),4,BERT,"(3,)",BERT,FALSE,TRUE
3 (0.8),3 (0.84),5 (0.84),1 (0.8),3 (0.6),5 (0.68),3 (0.92),1 (0.88),1 (0.88),0 (0.68),4 (0.88),1 (0.84),4 (0.8),1 (0.92),1 (0.76),1,ELECTRA,"(3,)",ELECTRA,FALSE,TRUE
1 (0.76),3 (0.76),1 (0.84),4 (0.88),3 (0.88),2 (0.76),1 (0.88),1 (0.92),1 (0.72),1 (0.64),1 (0.68),1 (0.8),2 (0.88),1 (0.76),2 (0.68),4,LLAMA,"(1,)",LLAMA,FALSE,TRUE
4 (0.8),3 (0.92),4 (0.84),3 (0.76),1 (0.76),5 (0.8),5 (0.84),3 (0.68),1 (0.88),4 (0.84),0 (0.8),5 (0.76),5 (0.88),4 (0.76),3 (0.56),5,MISTRAL,"(3,)",MISTRAL,FALSE,TRUE
3 (0.92),3 (0.92),3 (0.8),3 (0.76),4 (0.68),3 (0.64),3 (0.88),4 (0.8),3 (0.64),3 (0.8),3 (0.76),0 (0.88),2 (0.76),3 (0.84),3 (0.8),3,"ELMO,Glove","(3, 3)",ELMO,TRUE,TRUE
1 (0.76),1 (0.68),1 (0.88),1 (0.8),3 (0.76),2 (0.72),1 (0.88),2 (0.96),1 (0.8),1 (0.88),1 (0.8),1 (0.76),1 (0.92),1 (0.84),3 (0.8),3,BART,"(1,)",BART,FALSE,TRUE
0 (0.64),5 (0.88),1 (0.8),1 (0.88),3 (0.84),1 (0.8),1 (0.8),1 (0.72),1 (0.64),1 (0.76),1 (0.68),2 (0.68),1 (0.76),0 (0.76),1 (0.76),0,"ALBERT,Glove","(0, 1)",ALBERT,TRUE,TRUE
4 (0.76),3 (0.72),4 (0.8),2 (0.68),5 (0.72),4 (0.84),3 (0.72),4 (0.76),4 (0.76),3 (0.84),3 (0.8),4 (0.88),4 (0.8),4 (0.72),3 (0.84),2,DistilBERT,"(2,)",DistilBERT,TRUE,TRUE
4 (0.84),3 (0.72),3 (0.8),3 (0.72),4 (0.76),4 (0.96),3 (0.76),4 (0.72),2 (0.84),3 (0.84),3 (0.84),3 (0.84),3 (0.8),3 (0.72),3 (0.84),2,"BART,DistilBERT,Fasttext,LLAMA3","(3, 3, 4, 3)",DistilBERT,FALSE,TRUE
3 (0.88),2 (0.92),2 (0.8),1 (0.76),5 (0.64),3 (0.8),5 (0.8),2 (0.84),1 (0.84),3 (0.84),3 (0.92),1 (0.76),3 (0.8),2 (0.96),3 (0.84),4,ELECTRA,"(5,)",ELECTRA,FALSE,FALSE
2 (0.68),1 (0.76),1 (0.8),0 (0.68),1 (0.88),1 (0.8),1 (0.88),1 (0.8),5 (0.8),1 (0.92),5 (0.88),1 (0.88),1 (0.72),1 (0.84),1 (0.8),1,"ALBERT,DistilBERT","(2, 0)",DistilBERT,FALSE,TRUE
2 (0.84),0 (0.76),2 (0.84),2 (0.72),0 (0.84),0 (0.92),1 (0.88),1 (0.8),1 (0.72),1 (0.84),1 (0.84),2 (0.84),1 (0.88),1 (0.84),1 (0.68),2,MISTRAL,"(1,)",MISTRAL,FALSE,TRUE
0 (0.84),4 (0.68),3 (0.88),2 (0.92),4 (0.72),1 (0.8),1 (0.76),3 (0.84),1 (0.72),4 (0.76),2 (0.76),4 (0.88),3 (0.76),4 (0.76),1 (0.88),2,BART,"(4,)",BART,FALSE,TRUE
4 (0.68),3 (0.76),2 (0.92),2 (0.92),3 (0.84),1 (0.64),1 (0.68),4 (0.76),1 (0.92),2 (0.68),1 (0.92),1 (0.92),1 (0.84),2 (0.76),1 (0.88),2,ELMO,"(1,)",ELMO,FALSE,TRUE
4 (0.88),3 (0.84),3 (0.88),3 (0.8),3 (0.96),5 (0.56),4 (0.76),4 (0.84),1 (0.88),4 (0.68),4 (0.88),4 (0.72),4 (0.64),4 (0.8),4 (0.76),4,ELMO,"(5,)",ELMO,FALSE,TRUE
3 (0.88),4 (0.8),4 (0.84),4 (0.72),4 (0.84),4 (0.68),4 (0.8),4 (0.8),4 (0.8),4 (0.8),1 (0.92),5 (0.76),4 (0.76),4 (0.92),4 (0.84),4,ELMO,"(4,)",ELMO,TRUE,TRUE
4 (0.84),1 (0.76),3 (0.76),4 (0.8),1 (0.76),3 (0.76),4 (0.84),3 (0.72),4 (0.76),5 (0.88),5 (0.76),3 (0.84),1 (0.8),4 (0.72),5 (0.72),1,"Fasttext,LLAMA3,MISTRAL","(3, 4, 5)",MISTRAL,FALSE,TRUE
3 (0.76),3 (0.68),3 (0.8),3 (0.6),3 (0.76),3 (0.76),3 (0.76),4 (0.64),3 (0.8),3 (0.72),3 (0.64),3 (0.88),5 (0.96),3 (0.48),3 (0.72),3,LLAMA3,"(3,)",LLAMA3,TRUE,TRUE
1 (0.88),5 (0.76),2 (0.8),2 (0.84),1 (0.88),1 (0.68),2 (0.84),1 (0.88),1 (0.68),0 (0.72),2 (0.76),1 (0.92),1 (0.8),2 (0.76),2 (0.88),1,"ELMO,Glove","(1, 1)",ELMO,TRUE,TRUE
3 (0.84),1 (0.8),5 (0.72),1 (0.92),4 (0.8),2 (0.72),5 (0.68),1 (0.84),4 (0.76),5 (0.84),2 (0.8),3 (0.76),1 (0.88),2 (0.76),4 (0.84),3,Falcon,"(5,)",Falcon,FALSE,TRUE
4 (0.8),3 (0.92),3 (0.84),2 (0.6),3 (0.84),4 (0.72),4 (0.72),3 (0.76),1 (0.76),3 (0.84),3 (0.84),3 (0.76),3 (0.92),4 (0.68),4 (0.68),3,DistilBERT,"(2,)",DistilBERT,FALSE,TRUE
2 (0.68),1 (0.72),2 (0.84),1 (0.64),3 (0.88),1 (0.88),1 (0.92),4 (0.72),1 (0.96),1 (0.8),4 (0.76),4 (0.84),4 (0.8),1 (0.8),1 (0.88),3,DistilBERT,"(1,)",DistilBERT,FALSE,TRUE
5 (0.96),1 (0.88),3 (0.84),3 (0.76),1 (0.76),2 (0.68),2 (0.76),2 (0.84),1 (0.8),0 (0.88),2 (0.76),1 (0.84),0 (0.68),2 (0.72),3 (0.8),5,"ELMO,XLNET","(2, 0)",XLNET,FALSE,TRUE
1 (0.48),3 (0.72),3 (0.88),1 (0.72),1 (0.8),1 (0.32),1 (0.76),1 (0.72),1 (0.72),1 (0.88),1 (0.64),1 (0.92),1 (0.56),1 (0.76),1 (0.68),3,ELMO,"(1,)",ELMO,FALSE,TRUE
4 (0.92),5 (0.88),3 (0.8),3 (0.92),4 (0.8),4 (0.76),1 (0.84),3 (0.84),4 (0.84),4 (0.72),1 (0.76),3 (0.84),4 (0.8),4 (0.84),2 (0.8),3,LLAMA,"(4,)",LLAMA,FALSE,TRUE
3 (0.8),4 (0.76),3 (0.72),1 (0.64),2 (0.68),5 (0.88),2 (0.76),4 (0.68),1 (0.88),3 (0.68),3 (0.8),5 (0.8),3 (0.8),3 (0.64),3 (0.8),5,"DistilBERT,LLAMA3","(1, 3)",LLAMA3,FALSE,TRUE
5 (0.8),1 (0.76),3 (0.76),3 (0.96),4 (0.8),5 (0.76),4 (0.84),4 (0.72),1 (0.8),5 (0.6),2 (0.8),1 (0.8),3 (0.8),5 (0.84),5 (0.88),1,LLAMA,"(5,)",LLAMA,FALSE,TRUE
5 (0.76),3 (0.84),0 (0.88),1 (0.92),5 (0.8),5 (0.8),3 (0.72),4 (0.84),4 (0.6),3 (0.88),3 (0.92),5 (0.92),5 (0.72),4 (0.84),3 (0.76),2,Glove,"(4,)",Glove,FALSE,FALSE
3 (0.84),3 (0.76),3 (0.72),3 (0.76),2 (0.68),4 (0.8),4 (0.84),3 (0.68),4 (0.8),4 (0.8),4 (0.72),3 (0.72),5 (0.88),4 (0.76),1 (0.72),3,"ELECTRA,Fasttext","(2, 3)",Fasttext,TRUE,TRUE
1 (0.84),1 (0.84),5 (0.84),2 (0.84),3 (0.84),2 (0.76),2 (0.6),4 (0.88),1 (0.72),3 (0.84),3 (0.64),2 (0.92),3 (0.84),2 (0.68),3 (0.76),2,Falcon,"(2,)",Falcon,TRUE,TRUE
3 (0.76),4 (0.72),3 (0.84),1 (0.8),1 (0.84),1 (0.96),1 (0.64),3 (0.76),3 (0.84),1 (0.72),1 (0.76),1 (0.64),1 (0.88),4 (0.84),3 (0.68),4,"Falcon,W2V","(1, 1)",W2V,FALSE,TRUE
0 (0.92),3 (0.76),2 (0.88),0 (0.76),3 (0.8),0 (0.6),0 (0.68),2 (0.68),2 (0.76),2 (0.72),3 (0.68),1 (0.84),1 (0.84),2 (0.84),3 (0.72),1,ELMO,"(0,)",ELMO,FALSE,TRUE
4 (0.84),4 (0.8),4 (0.8),5 (0.84),4 (0.88),1 (0.84),5 (1.0),4 (0.72),4 (0.68),5 (0.72),2 (0.72),4 (0.72),5 (0.72),5 (0.84),5 (0.84),5,Glove,"(4,)",Glove,FALSE,TRUE
1 (0.88),3 (0.8),4 (0.92),1 (0.84),4 (0.8),1 (0.92),0 (0.8),4 (0.88),1 (0.84),1 (0.88),3 (0.84),4 (0.76),3 (0.84),3 (0.88),4 (0.88),4,W2V,"(4,)",W2V,TRUE,TRUE
1 (0.76),4 (0.8),3 (0.84),4 (0.84),4 (0.6),5 (0.6),4 (0.64),4 (0.88),1 (0.88),4 (0.68),4 (0.76),1 (0.8),5 (0.8),4 (0.72),4 (0.68),4,"ELECTRA,ELMO","(4, 5)",ELECTRA,TRUE,TRUE
4 (0.88),4 (0.72),5 (0.92),4 (0.84),4 (0.88),1 (0.76),5 (0.8),4 (0.88),1 (0.92),4 (0.8),5 (0.88),4 (0.8),2 (0.8),5 (0.64),5 (0.64),5,"LLAMA3,MISTRAL","(5, 5)",LLAMA3,TRUE,TRUE
1 (0.76),3 (0.84),4 (0.88),4 (0.72),4 (0.68),4 (0.72),4 (0.8),4 (0.8),1 (0.88),4 (0.84),1 (0.96),4 (0.84),3 (0.84),4 (0.44),1 (0.68),4,LLAMA3,"(4,)",LLAMA3,TRUE,TRUE
2 (0.84),1 (0.84),1 (0.88),5 (0.84),1 (0.8),1 (0.64),3 (0.84),4 (0.8),1 (0.48),1 (0.8),2 (0.8),1 (0.84),4 (0.88),1 (0.84),3 (0.72),2,Glove,"(1,)",Glove,FALSE,TRUE
4 (0.84),3 (0.68),2 (0.76),2 (0.76),2 (0.92),2 (0.84),4 (0.8),1 (0.72),1 (0.92),3 (0.8),4 (0.8),3 (0.88),4 (0.8),2 (0.8),3 (0.96),1,BART,"(3,)",BART,FALSE,TRUE
0 (0.88),4 (0.8),1 (0.52),1 (0.64),0 (0.84),1 (0.84),5 (0.8),1 (0.8),4 (0.72),4 (0.96),2 (0.88),5 (0.76),1 (0.88),5 (0.8),1 (0.8),2,BERT,"(1,)",BERT,FALSE,TRUE
4 (0.88),3 (0.72),4 (0.84),3 (0.72),0 (0.8),2 (0.68),1 (0.8),3 (0.84),3 (0.68),1 (0.88),4 (0.92),1 (0.92),1 (0.6),1 (0.92),1 (0.8),3,XLNET,"(1,)",XLNET,FALSE,TRUE
5 (0.76),1 (0.72),5 (0.92),1 (0.76),4 (0.72),5 (0.88),3 (0.76),5 (0.88),3 (0.6),1 (0.8),3 (0.8),5 (0.84),1 (0.84),3 (0.72),3 (0.88),4,Glove,"(3,)",Glove,FALSE,TRUE
1 (0.8),1 (0.96),0 (0.88),1 (0.76),3 (0.72),0 (0.8),2 (0.84),3 (0.76),1 (0.76),2 (0.92),2 (0.84),0 (0.8),3 (0.92),3 (0.88),3 (0.84),4,ELECTRA,"(3,)",ELECTRA,FALSE,FALSE
4 (0.84),4 (0.8),5 (0.92),1 (0.88),3 (0.72),4 (0.84),3 (0.8),3 (0.72),1 (0.8),4 (0.76),3 (0.72),3 (0.88),3 (0.84),4 (0.76),3 (0.68),5,MISTRAL,"(3,)",MISTRAL,FALSE,TRUE
1 (0.76),0 (0.92),1 (0.8),1 (0.72),1 (0.84),5 (0.84),1 (0.76),3 (0.68),1 (0.76),3 (0.56),1 (0.76),3 (0.8),2 (0.84),1 (0.6),1 (0.84),4,LLAMA,"(3,)",LLAMA,FALSE,FALSE
3 (0.76),3 (0.84),4 (0.6),1 (0.68),1 (0.76),3 (0.64),3 (0.84),3 (0.84),3 (0.64),3 (0.8),3 (0.88),3 (0.6),3 (0.76),3 (0.88),1 (0.64),2,"BERT,W2V","(4, 3)",W2V,FALSE,FALSE
3 (0.8),1 (0.76),0 (0.88),1 (0.72),3 (0.84),2 (0.88),3 (0.8),0 (0.72),1 (0.56),3 (0.84),3 (0.84),2 (0.84),4 (0.72),1 (0.84),2 (0.88),2,Glove,"(1,)",Glove,FALSE,TRUE
3 (0.88),3 (0.92),1 (0.8),4 (0.8),4 (0.8),5 (0.84),4 (0.88),4 (0.76),4 (0.8),4 (0.76),4 (0.72),3 (0.76),3 (0.68),4 (0.88),3 (0.72),1,XLNET,"(3,)",XLNET,FALSE,TRUE
3 (0.8),4 (0.68),2 (0.64),3 (0.64),3 (0.64),4 (0.8),3 (0.84),4 (0.72),3 (0.52),4 (0.8),4 (0.8),3 (0.84),3 (0.64),3 (0.88),3 (0.84),4,Glove,"(3,)",Glove,FALSE,TRUE
3 (0.84),4 (0.84),0 (0.84),0 (0.8),4 (0.88),0 (0.8),2 (0.84),2 (0.72),1 (0.8),0 (0.92),2 (0.72),1 (0.76),0 (0.88),1 (0.92),2 (0.92),4,"Fasttext,RoBERTa","(2, 2)",RoBERTa,FALSE,TRUE
1 (0.84),1 (0.92),4 (0.84),4 (0.84),4 (0.68),0 (0.96),5 (0.84),1 (0.84),1 (0.72),5 (0.68),4 (0.84),1 (0.84),1 (0.72),1 (0.88),1 (1.0),5,"ELECTRA,LLAMA","(4, 5)",LLAMA,TRUE,TRUE
2 (0.72),3 (0.84),2 (0.88),4 (0.76),3 (0.72),2 (0.8),3 (0.48),1 (0.64),3 (0.8),3 (0.72),3 (0.88),1 (0.88),2 (0.8),1 (0.6),2 (0.68),3,Falcon,"(3,)",Falcon,TRUE,TRUE
1 (0.8),4 (0.8),4 (0.72),5 (0.84),1 (0.88),4 (0.88),1 (0.8),5 (0.88),3 (0.76),1 (0.84),1 (0.8),4 (0.8),4 (0.76),1 (0.96),3 (0.68),2,MISTRAL,"(3,)",MISTRAL,FALSE,FALSE
0 (0.72),5 (0.72),3 (0.8),3 (0.76),1 (0.76),1 (0.4),1 (0.72),1 (0.76),1 (0.72),3 (0.76),1 (0.8),1 (0.88),1 (0.84),1 (0.72),1 (0.76),4,ELMO,"(1,)",ELMO,FALSE,FALSE
3 (0.76),2 (0.76),3 (0.8),2 (0.8),1 (0.8),2 (0.88),3 (0.6),1 (0.8),3 (0.96),3 (0.84),1 (0.72),2 (0.88),3 (0.76),1 (0.76),1 (0.76),2,Falcon,"(3,)",Falcon,FALSE,TRUE
3 (0.72),3 (0.92),3 (0.68),3 (0.72),3 (0.72),1 (0.84),3 (0.84),2 (0.72),1 (0.72),3 (0.8),1 (0.72),1 (0.84),5 (0.84),1 (0.72),1 (0.84),1,BERT,"(3,)",BERT,FALSE,TRUE
3 (0.92),4 (0.84),5 (0.72),4 (0.84),1 (0.92),5 (0.76),3 (0.72),5 (0.8),4 (0.84),4 (0.8),4 (0.72),4 (0.76),4 (0.8),4 (0.92),1 (0.68),3,MISTRAL,"(1,)",MISTRAL,FALSE,TRUE
3 (0.88),3 (0.84),5 (0.88),3 (0.88),4 (0.88),3 (0.64),3 (0.88),3 (0.72),2 (0.84),1 (0.68),4 (0.8),5 (0.76),1 (0.76),3 (0.88),2 (0.72),4,ELMO,"(3,)",ELMO,FALSE,TRUE
3 (0.8),1 (0.88),1 (0.8),4 (0.72),1 (0.8),1 (0.8),3 (0.72),4 (0.64),3 (0.84),3 (0.76),1 (0.76),5 (0.68),1 (0.84),5 (0.72),3 (0.68),3,Fasttext,"(4,)",Fasttext,FALSE,TRUE
3 (0.64),1 (0.92),3 (0.92),5 (0.8),1 (0.92),3 (0.68),1 (0.56),5 (0.64),1 (0.64),5 (0.76),1 (0.76),5 (0.6),2 (0.88),5 (0.56),1 (0.8),5,"Falcon,LLAMA3","(1, 5)",LLAMA3,TRUE,TRUE
